avg WaitTime,TotalWaitTime,D->A,C->D,B->C,A->B,happy/total,SpaceA,SpaceB,SpaceC,SpaceD,BikeA,BikeB,BikeC,BikeD,Q_A_SpaceWait,Q_B_SpaceWait,Q_C_SpaceWait,Q_D_SpaceWait,Q_A_BikeWait,Q_B_BikeWait,Q_C_BikeWait,Q_D_BikeWait
59.822,230.03,3.1462,9.439,7.8503,6.2896,0.46132108795478627,109.79,2.1789,103.09,107.6,2.2072,109.82,8.9094,4.3979,0.0,153.94,0.0,0.0,113.99,0.0,110.52,123.11
0.20189,0.77997,3.174,9.5581,7.9521,6.3403,0.9964216005204944,95.542,65.153,51.74,84.327,16.457,46.846,60.259,27.672,0.0,0.0,0.0,0.0,1.6877,0.0,0.0,0.2721
4.3014,17.181,3.152,9.4437,7.9374,6.3671,0.89380245319561,99.353,25.914,73.677,98.226,12.646,86.085,38.322,13.773,0.0,1.7715,0.0,0.0,15.601,0.0,0.0,17.06
22.246,85.318,3.165,9.4731,7.8459,6.3024,0.5857988165680473,91.225,58.272,35.776,111.63,20.774,53.727,76.223,0.36554,0.0,0.0,0.0,0.0,0.1123,0.0,0.0,174.46
16.506,65.181,3.1454,9.4553,7.8648,6.2866,0.6683771648492624,110.43,75.243,25.185,85.93,1.5642,36.756,86.814,26.069,0.0,0.0,0.0,0.0,131.36,0.0,0.0,0.0
24.391,93.07,3.1625,9.5158,7.9262,6.3164,0.6552298467688208,90.071,86.534,26.467,102.96,21.928,25.465,85.532,9.0327,0.0,0.0,50.341,0.0,58.802,0.66582,0.0,90.692
20.487,79.132,3.1624,9.3602,7.8063,6.3033,0.7145631067961165,107.22,13.522,77.28,107.08,4.773,98.477,34.719,4.9105,0.0,44.322,0.0,0.0,99.7,0.0,0.37548,21.567
28.776,115.07,3.1232,9.3803,7.9263,6.3742,0.5932145305003427,109.2,26.211,52.502,108.66,2.797,85.788,59.497,3.3306,0.0,0.0,0.0,0.0,129.36,0.0,0.0,103.85
8.7526,34.792,3.17,9.4878,7.806,6.3085,0.8124796880077998,105.23,78.794,38.145,75.694,6.7635,33.205,73.854,36.305,0.0,0.0,6.2742,0.0,64.025,2.5731,0.0,0.0
5.0363,19.538,3.1531,9.3652,7.849,6.3449,0.8662358642972536,79.437,83.777,37.892,95.656,32.562,28.222,74.107,16.343,0.0,0.0,0.0,0.0,4.1118,0.0,0.0,35.113
9.1463,35.823,3.1715,9.5591,7.932,6.3718,0.8450148075024679,95.695,37.555,56.279,107.49,16.304,74.444,55.72,4.5016,0.0,1.2192,0.0,0.0,34.088,0.0,0.0,39.845
0.0,0.0,3.1634,9.4427,7.9281,6.3457,1.0,69.462,62.395,84.536,80.431,42.537,49.604,27.463,31.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19458,0.75265,3.1268,9.4246,7.8371,6.295,0.9974367190003204,64.4,60.91,71.253,100.32,47.599,51.089,40.746,11.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.482
1.55,6.2561,3.1627,9.583,7.8953,6.3103,0.9698736637512148,82.017,38.987,70.159,105.68,29.982,73.012,41.84,6.3145,0.0,0.0,0.0,0.0,0.81186,0.0,0.0,12.342
4.9417,19.723,3.1343,9.4278,7.9083,6.2989,0.8791173648864726,109.74,72.24,42.029,72.915,2.2597,39.759,69.97,39.084,0.0,0.0,0.73687,0.0,39.131,0.0,0.0,0.01209
2.5411,9.8772,3.1371,9.4369,7.8663,6.2527,0.9488372093023256,103.11,55.348,44.767,93.771,8.884,56.651,67.232,18.228,0.0,0.0,0.0,0.0,6.0394,0.0,0.0,13.518
2.8359,11.512,3.1534,9.4523,7.8733,6.3127,0.9367253750815394,93.356,77.475,19.933,106.14,18.643,34.524,92.066,5.8578,0.0,0.0,0.59123,0.0,0.45359,0.00969,0.0,24.195
0.1871,0.72825,3.1321,9.4174,7.8194,6.2657,0.9983886561392201,89.5,45.947,69.301,92.076,22.499,66.052,42.698,19.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4293
18.817,74.119,3.1386,9.5203,7.9223,6.3375,0.5765427889532901,83.683,28.816,74.251,111.17,28.316,83.183,37.748,0.82351,0.0,7.7722,0.0,0.0,16.82,0.0,0.0,129.79
27.594,107.42,3.1367,9.3844,7.8229,6.3401,0.597080787508486,109.31,35.074,56.625,95.551,2.6842,76.925,55.374,16.448,0.0,0.0,0.0,0.0,214.4,0.0,0.0,0.04833
21.044,84.374,3.15,9.4793,7.8363,6.2697,0.5737439222042139,104.65,36.233,47.668,108.25,7.3456,75.766,64.331,3.7433,0.0,0.0,0.0,0.0,93.441,0.0,0.0,76.094
8.9977,34.7,3.1257,9.3467,7.8097,6.283,0.8016194331983806,75.358,59.559,61.54,100.07,36.641,52.44,50.459,11.924,0.0,0.0,0.0,0.0,0.0,0.0,0.03919,71.953
0.25144,0.96797,3.1633,9.4725,7.9836,6.3374,0.9990319457889641,95.568,55.11,66.214,79.987,16.431,56.889,45.785,32.012,0.0,0.0,0.0,0.0,2.2578,0.0,0.0,0.0
6.4385,25.49,3.1446,9.4635,7.9416,6.3379,0.8220617202889035,99.063,38.596,96.126,63.601,12.936,73.403,15.873,48.398,0.0,3.5396,0.0,0.0,16.009,0.0,31.746,0.0
17.945,71.871,3.1426,9.4297,7.9025,6.3166,0.673482428115016,107.09,62.027,68.442,59.309,4.9011,49.972,43.557,52.69,0.0,0.0,0.0,0.0,147.55,0.0,0.0,0.0
2.3621,9.4023,3.1134,9.3967,7.8085,6.2486,0.9403333333333334,83.38,47.701,65.755,99.844,28.619,64.298,46.244,12.155,0.0,0.0,0.0,0.0,0.05116,0.0,0.0,19.12
9.1698,36.62,3.1421,9.4478,7.8815,6.3071,0.8094936708860759,64.843,57.209,69.659,105.18,47.156,54.79,42.34,6.8127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.303
12.876,49.421,3.1442,9.3965,7.854,6.3119,0.7487938243808299,79.222,78.917,31.113,107.59,32.777,33.082,80.886,4.4079,0.0,0.0,0.0,0.0,0.0,0.01088,0.0,99.67
32.449,123.06,3.1392,9.5103,7.8374,6.2736,0.6666666666666666,91.535,26.556,87.547,102.79,20.464,85.443,24.452,9.2048,0.0,68.063,0.0,0.0,71.283,0.0,18.975,114.56
4.6619,18.768,3.1671,9.4281,7.8223,6.3024,0.8866733133931539,83.356,44.133,81.583,89.127,28.643,67.866,30.416,22.872,0.0,8.1651,0.0,0.0,27.208,0.0,0.0,1.4519
9.7734,39.014,3.12,9.4514,7.8412,6.26,0.7817753866845999,72.137,25.4,95.944,104.47,39.862,86.599,16.055,7.5292,0.0,6.4422,0.0,0.0,0.14855,0.0,2.6555,72.439
11.006,42.42,3.1469,9.4879,7.8929,6.3437,0.7367896311066799,105.67,55.778,38.224,99.659,6.3239,56.221,73.775,12.34,0.0,0.0,12.664,0.0,35.948,0.0,0.0,41.995
17.038,68.835,3.1723,9.4676,7.8932,6.2983,0.6271076523994812,82.659,57.173,46.145,110.85,29.34,54.826,65.854,1.1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.87
0.05052,0.20288,3.1511,9.406,7.8232,6.2863,0.9996749024707412,69.479,50.616,85.625,91.024,42.52,61.383,26.374,20.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40313
1.7242,6.5657,3.1485,9.444,7.8496,6.3153,0.9533036848792884,75.519,49.629,81.313,90.363,36.48,62.37,30.686,21.636,0.0,0.0,0.0,0.0,0.0,0.0,0.01379,13.109
9.4476,37.838,3.1508,9.4309,7.885,6.3226,0.8040475425634436,109.81,56.074,40.861,90.116,2.1879,55.925,71.139,21.883,0.0,0.0,0.0,0.0,76.366,0.0,0.0,0.31566
1.1545,4.7354,3.1532,9.414,7.8964,6.3652,0.9735483870967742,83.931,101.72,28.216,84.63,28.068,10.276,83.783,27.369,0.0,0.0,8.5316,0.0,0.0,1.0149,0.0,0.60591
12.25,48.701,3.1321,9.4373,7.8432,6.282,0.6856219709208401,67.884,42.797,76.055,110.07,44.115,69.202,35.944,1.9258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.872
5.6268,22.507,3.1373,9.4748,7.9214,6.3473,0.8490269930947897,76.829,29.889,108.74,81.51,35.17,82.11,3.2591,30.489,0.0,0.0,0.0,0.0,0.0,0.0,45.384,0.0
0.45681,1.8926,3.1671,9.5157,7.9656,6.3177,0.9958199356913183,90.688,74.626,47.015,84.527,21.311,37.373,64.984,27.472,0.0,0.0,0.0,0.0,3.7756,0.0,0.0,0.0
11.137923199999998,43.6707028,3.145288000000001,9.440536000000002,7.871017999999998,6.305304,0.802874142475945,91.91904000000001,52.378178,62.75837999999999,91.33814000000001,20.078672,59.62061000000001,49.240320000000004,20.659128999999997,0.0,7.182436,1.9246179999999997,0.0,35.1023604,1.4554836,5.7560292,38.996091400000005
7.824912596223209,30.815484251654595,,,,,0.759170046825133,,,,,,,,,,,,,,,,
14.450933803776786,56.525921348345406,,,,,0.846578238126757,,,,,,,,,,,,,,,,
-2.3426,-2.5527,,,,,0.1322,,,,,,,,,,,,,,,,
0.9884,0.9931,,,,,0.5523,,,,,,,,,,,,,,,,
Cannot Reject H0,Cannot Reject H0,,,,,Cannot Reject H0,,,,,,,,,,,,,,,,
