avg WaitTime,TotalWaitTime,D->A,C->D,B->C,A->B,happy/total,SpaceA,SpaceB,SpaceC,SpaceD,BikeA,BikeB,BikeC,BikeD,Q_A_SpaceWait,Q_B_SpaceWait,Q_C_SpaceWait,Q_D_SpaceWait,Q_A_BikeWait,Q_B_BikeWait,Q_C_BikeWait,Q_D_BikeWait
8.7793,34.458,3.135,9.4833,7.9303,6.2545,0.7782925215089345,69.586,18.018,97.661,103.43,43.413,94.981,15.338,9.5649,0.0,0.06069,0.0,0.0,0.35379,0.0,8.9607,58.371
13.554,54.308,3.1389,9.5128,7.9121,6.3278,0.7685305591677504,108.24,30.077,63.916,86.633,4.7567,82.922,49.083,26.366,0.0,0.28144,0.0,0.0,99.126,0.0,0.0,6.8965
14.767,59.035,3.1612,9.456,7.9786,6.3798,0.7468193384223919,105.97,47.935,60.095,74.913,7.0217,65.064,52.904,38.086,0.0,0.0,0.0,0.0,118.67,0.0,0.0,0.0
24.324,93.475,3.1519,9.4157,7.906,6.3034,0.5966688438928804,69.805,50.295,56.054,112.5,43.194,62.704,56.945,0.49812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.1
17.379,69.601,3.1503,9.4878,7.8853,6.3164,0.6836469824789098,110.84,77.543,27.723,72.726,2.1528,35.456,85.276,40.273,0.0,0.0,0.0,0.0,138.53,0.0,0.0,0.0
8.0088,31.968,3.1317,9.3379,7.9077,6.3062,0.7999357739242132,93.933,63.246,25.45,106.84,19.066,49.753,87.549,6.1567,0.0,0.0,3.5478,0.0,44.318,0.0,0.0,15.945
9.3858,38.016,3.1429,9.456,7.8302,6.3299,0.7825667417175941,86.189,20.703,76.17,105.8,26.81,92.296,36.829,7.1967,0.0,0.00216,0.0,0.0,0.0,0.0,0.0,75.398
9.4999,37.915,3.1403,9.3659,7.8838,6.2815,0.8186015831134564,106.2,22.552,69.801,90.142,6.7906,90.447,43.198,22.857,0.0,0.0,0.0,0.0,55.36,0.0,0.0,25.315
7.1918,28.726,3.2188,9.5851,7.8768,6.3616,0.7973539851565021,104.74,72.007,48.093,64.014,8.2533,40.992,64.906,48.985,0.0,0.0,0.0,0.0,58.497,0.0,0.0,0.0
7.8779,30.138,3.1474,9.4115,7.8385,6.3558,0.811906269791007,74.507,91.531,32.749,95.211,38.492,21.468,80.25,17.788,0.0,0.0,25.121,0.0,5.5924,0.0,0.0,32.551
23.412,93.096,3.1895,9.5126,7.8903,6.3304,0.5843608046722907,85.535,85.208,17.883,108.88,27.464,27.791,95.116,4.1118,0.0,0.0,47.605,0.0,43.754,0.01218,0.0,95.228
0.0,0.0,3.1634,9.4427,7.9281,6.3457,1.0,67.462,60.395,82.536,78.431,45.537,52.604,30.463,34.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7845,7.0359,3.1327,9.3455,7.7647,6.2363,0.9599369085173501,51.497,63.966,68.442,104.95,61.502,49.033,44.557,8.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.929
19.345,76.622,3.1345,9.3797,7.7993,6.2979,0.6891936010447274,87.179,33.225,57.964,110.35,25.82,79.774,55.035,2.6447,0.0,0.02374,0.0,0.0,15.291,0.0,0.0,141.69
21.397,83.437,3.1263,9.4548,7.8853,6.3244,0.5773092369477911,111.25,63.46,60.752,53.167,1.7432,49.539,52.247,59.832,0.0,0.0,0.0,0.0,168.82,0.0,0.0,0.0
1.4402,5.8836,3.1449,9.4757,7.9131,6.2876,0.9736588499839384,88.015,51.608,60.049,89.235,24.984,61.391,52.95,23.764,0.0,0.0,0.0,0.0,0.00788,0.0,0.0,11.592
36.271,140.62,3.1514,9.4504,7.8409,6.3166,0.571571906354515,95.003,33.351,49.444,110.78,17.996,79.648,63.555,2.2103,0.0,0.0,0.0,0.0,57.015,0.0,0.0,233.39
1.7189,6.8119,3.1556,9.5061,7.8174,6.2657,0.9626198083067092,71.389,57.768,54.676,105.03,41.61,55.231,58.323,7.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.373
23.546,91.699,3.1411,9.3676,7.7768,6.2832,0.584191298571903,47.41,22.526,108.29,110.56,65.589,90.473,4.7041,2.4375,0.0,0.70292,0.0,0.0,0.0,0.0,66.111,123.9
18.148,69.64,3.1392,9.3696,7.9009,6.277,0.6919042936742051,105.97,72.452,20.763,104.35,7.0257,40.547,92.236,8.6464,0.0,0.0,78.638,0.0,26.929,0.559,0.0,37.178
16.164,62.979,3.1458,9.4321,7.8686,6.305,0.7224801061007957,99.975,36.027,41.907,110.8,13.024,76.972,71.092,2.1972,0.0,0.0,0.0,0.0,95.663,0.0,0.0,34.286
0.15688,0.592,3.1197,9.3736,7.8026,6.2546,0.9990521327014218,87.83,62.951,64.98,73.076,25.169,50.048,48.019,39.923,0.0,0.0,0.0,0.0,0.87392,0.0,0.30769,0.0
0.18269,0.70967,3.1536,9.493,7.9487,6.3073,0.9977714103788602,93.515,62.625,63.213,69.551,19.484,50.374,49.786,43.448,0.0,0.0,0.0,0.0,1.4216,0.0,0.0,0.0
7.0145,27.546,3.1566,9.4634,7.9392,6.3271,0.8147556691152986,94.893,32.429,94.077,68.995,18.106,80.57,18.922,44.004,0.0,7.8724,0.0,0.0,18.778,0.0,28.679,0.0
17.706,72.166,3.1419,9.5078,7.9192,6.277,0.6623719854641559,107.37,42.884,68.863,69.557,5.6219,70.115,44.136,43.442,0.0,0.0,0.0,0.0,145.86,0.0,0.0,0.0
11.429912285714288,44.93375199999999,3.145925714285714,9.437991428571426,7.8757514285714265,6.297439999999999,0.7948533822961794,90.59037142857142,53.0218,59.762314285714275,86.71725714285714,22.40693685714286,59.977199999999996,53.236345714285726,26.280511999999998,0.0,1.8702357142857144,5.165080000000001,0.0,43.40290657142857,0.02575142857142857,3.106843714285714,37.84787285714285
