avg WaitTime,TotalWaitTime,D->A,C->D,B->C,A->B,happy/total,SpaceA,SpaceB,SpaceC,SpaceD,BikeA,BikeB,BikeC,BikeD,Q_A_SpaceWait,Q_B_SpaceWait,Q_C_SpaceWait,Q_D_SpaceWait,Q_A_BikeWait,Q_B_BikeWait,Q_C_BikeWait,Q_D_BikeWait
15.441,60.554,3.1632,9.3381,7.9073,6.3727,0.8054282692985548,76.289,6.6483,34.487,83.295,47.71,117.35,89.512,40.704,0.0,118.84,0.0,0.0,0.0,0.0,0.0,3.5922
2.8443,11.395,3.1276,9.5324,7.8893,6.3227,0.9242276422764227,96.093,16.462,21.0,48.386,27.906,107.53,102.99,75.613,0.0,4.223,2.153,0.0,16.598,0.0,0.0,0.0
20.443,80.246,3.1592,9.5294,7.9318,6.3526,0.6544934899968244,93.168,6.2492,36.245,75.597,30.831,117.75,87.754,48.402,0.0,157.1,0.05533,0.0,2.3263,0.0,0.0,0.0
9.3409,36.726,3.1633,9.5544,7.8564,6.2505,0.866111467008328,56.199,19.218,29.278,92.476,67.8,104.78,94.721,31.523,0.0,72.64,0.29568,0.0,0.0,0.0,0.0,2.8411
10.813,45.112,3.1545,9.4523,7.8744,6.3084,0.769589552238806,91.628,37.596,2.2042,66.356,32.371,86.403,121.79,57.643,0.0,5.4504,84.938,0.0,0.97662,0.0,0.0,0.0
6.8128,27.093,3.1482,9.4311,7.9008,6.331,0.8763613068545804,51.847,22.771,44.356,72.517,72.152,101.22,79.643,51.482,0.0,54.922,0.0,0.0,0.0,0.0,0.0,0.0
29.044,113.38,3.1738,9.4601,7.8536,6.341,0.623485868102288,96.965,3.1501,13.092,106.17,27.034,120.84,110.9,17.829,0.0,191.98,18.937,0.0,1.7816,0.0,0.0,25.417
18.77,77.931,3.1408,9.4639,7.9036,6.3067,0.6645408163265306,83.091,1.6899,69.517,55.13,40.908,122.31,54.482,68.869,0.0,151.12,0.0,0.0,4.8598,0.0,0.0,0.0
0.0,0.0,3.1879,9.488,7.8299,6.3444,1.0,83.287,28.429,34.575,34.465,40.712,95.57,89.424,89.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30124,1.2905,3.1217,9.4641,7.9556,6.3151,0.9909965849115182,43.084,69.194,19.556,49.648,80.915,54.805,104.44,74.351,0.0,0.0,2.5596,0.0,0.0,0.0,0.0,0.0
4.0741,15.597,3.1527,9.4968,7.9243,6.3546,0.8991730279898219,57.202,31.313,10.493,87.568,66.797,92.686,113.5,36.431,0.0,0.0,31.334,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.1634,9.4427,7.9281,6.3457,1.0,40.462,33.395,55.536,51.431,83.537,90.604,68.463,72.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43604,1.6333,3.1234,9.363,7.8067,6.3174,0.9955056179775281,29.482,23.117,29.433,99.229,94.517,100.88,94.566,24.77,0.0,2.5009,0.00932,0.0,0.0,0.0,0.0,0.78574
13.832,54.709,3.1435,9.4434,7.8851,6.2978,0.7903973509933775,28.868,8.5688,81.428,83.634,95.131,115.43,42.571,40.365,0.0,112.01,0.0,0.0,0.0,0.0,5.3668,0.0
0.0011,0.00441,3.1266,9.3791,7.85,6.2711,1.0,71.987,45.418,29.885,33.465,52.012,78.581,94.114,90.534,0.0,0.0,0.0,0.00894,0.0,0.0,0.0,0.0
0.33473,1.2979,3.1224,9.4062,7.893,6.2749,0.991199478487614,77.388,22.799,44.443,36.712,46.611,101.2,79.556,87.287,0.0,2.6079,0.0,0.27079,0.0,0.0,0.0,0.0
38.384,150.32,3.1621,9.3478,7.7975,6.2882,0.4213215258855586,71.75,26.018,3.2962,116.37,52.249,97.981,120.7,7.6233,0.0,3.8387,215.07,0.0,0.0,0.0,0.0,95.092
1.478,6.1363,3.1487,9.4305,7.8045,6.2795,0.9641611163970821,56.978,38.522,14.226,73.42,67.021,85.477,109.77,50.579,0.0,0.0,11.899,0.0,0.0,0.0,0.0,0.0
1.7232,7.0102,3.1273,9.3884,7.8046,6.2806,0.9763124199743918,12.921,11.657,58.438,99.965,111.07,112.34,65.561,24.034,3.2335,8.3843,0.0,0.0,0.0,0.0,0.0,2.4232
32.557,125.58,3.1748,9.5397,7.9532,6.3043,0.684136967155835,101.83,6.9346,18.151,94.893,22.164,117.06,105.84,29.106,0.0,220.12,4.3018,0.0,16.113,0.0,0.0,23.446
0.24372,0.95311,3.1351,9.3653,7.8546,6.2547,0.9978199937714107,64.402,18.91,17.939,80.006,59.597,105.08,106.06,43.993,0.0,0.33954,1.5787,0.0,0.0,0.0,0.0,0.0
2.4804,9.5095,3.1372,9.4293,7.8266,6.2708,0.9380502119334855,15.75,22.246,56.727,89.344,108.24,101.75,67.272,34.655,18.19,0.05894,0.0,0.0,0.0,0.0,0.0,0.14139
0.0,0.0,3.1599,9.4788,7.9116,6.302,1.0,65.716,29.869,36.417,48.921,58.283,94.13,87.582,75.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.718,68.843,3.1515,9.4793,7.8753,6.2544,0.7148038245961095,68.651,14.73,68.896,53.381,55.348,109.26,55.103,70.618,0.0,137.2,0.0,0.0,0.0,0.0,0.0,0.0
19.75,78.505,3.1328,9.4318,7.8898,6.2862,0.730951628201075,76.109,4.6019,71.454,57.742,47.89,119.39,52.545,66.257,0.0,159.22,0.0,0.0,0.0,0.0,0.0,0.0
11.110184857142858,43.9373234285714,3.1470999999999996,9.439537142857143,7.877479999999999,6.303331428571429,0.8374948459547346,66.31551428571426,25.749614285714287,37.20348857142858,66.61537142857144,57.68271428571428,98.24734285714287,86.79388571428572,57.38278000000001,0.6121,54.54151085714285,19.161655142857143,6.736164571428572,2.6226254285714283,0.021293714285714287,0.15333714285714284,6.508673428571429
