avg WaitTime,TotalWaitTime,D->A,C->D,B->C,A->B,happy/total,SpaceA,SpaceB,SpaceC,SpaceD,BikeA,BikeB,BikeC,BikeD,Q_A_SpaceWait,Q_B_SpaceWait,Q_C_SpaceWait,Q_D_SpaceWait,Q_A_BikeWait,Q_B_BikeWait,Q_C_BikeWait,Q_D_BikeWait
9.7787,38.178,3.1773,9.4966,7.9753,6.3646,0.811437908496732,93.878,31.918,47.279,91.692,11.121,73.081,57.72,13.307,0.0,0.0,0.0,0.0,1.6016,0.0,0.0,75.9
25.974,102.2,3.1477,9.411,7.9158,6.3023,0.48663807324315406,96.788,40.164,23.887,104.59,8.2119,64.835,81.112,0.40826,0.0,0.0,3.8347,0.0,46.044,0.0,0.0,155.78
25.754,100.49,3.139,9.5144,7.8693,6.2273,0.5756065137919575,102.55,82.636,7.1806,94.004,2.448,22.363,97.819,10.995,0.0,0.0,118.06,0.0,53.428,6.58,0.0,35.85
2.9835,11.589,3.1524,9.4734,7.8857,6.2971,0.9254215304798963,80.685,58.53,38.17,89.028,24.314,46.469,66.829,15.971,0.0,0.0,8.6099,0.0,14.057,0.0,0.0,1.9252
15.355,60.454,3.1587,9.4675,7.858,6.319,0.69745735436112,101.75,24.649,40.411,98.029,3.242,80.35,64.588,6.9703,0.0,0.0,0.0,0.0,109.52,0.0,0.0,11.613
15.07,60.02,3.1568,9.3947,7.9254,6.3323,0.6986943421493137,101.46,14.975,65.597,83.354,3.538,90.024,39.402,21.645,0.0,3.935,0.0,0.0,116.93,0.0,0.0,0.00365
3.9663,15.241,3.1914,9.4399,7.8273,6.3169,0.9159120310478654,92.706,65.97,52.901,53.17,12.293,39.029,52.098,51.83,0.0,0.0,0.0,0.0,32.046,0.0,0.0,0.0
15.057,57.823,3.1627,9.5093,7.9174,6.3994,0.7569352708058125,70.255,86.8,27.352,88.375,34.744,18.199,77.647,16.624,0.0,0.0,41.762,0.0,2.396,0.14052,0.0,77.412
7.2546,28.749,3.1751,9.4961,7.923,6.3755,0.7995495495495496,87.87,34.667,41.376,101.08,17.129,70.332,63.623,3.9127,0.0,0.64604,0.0,0.0,3.7782,0.0,0.0,54.318
0.0,0.0,3.1634,9.4427,7.9281,6.3457,1.0,61.462,54.395,76.536,72.431,43.537,50.604,28.463,32.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.085,98.51,3.1362,9.3446,7.8866,6.2975,0.6764318630678078,66.683,44.074,52.348,101.57,38.316,60.925,52.651,3.4236,0.0,0.0,0.0,0.0,0.298,0.0,0.0,200.44
13.157,51.593,3.1389,9.4428,7.8982,6.3057,0.6675324675324675,74.98,45.372,43.649,102.09,30.019,59.627,61.35,2.9013,0.0,0.0,7.2261,0.0,10.961,0.0,0.0,89.706
16.129,62.703,3.1188,9.4801,7.8993,6.2702,0.7164685908319185,96.35,15.009,89.83,80.57,8.6494,89.99,15.169,24.429,0.0,90.98,0.0,0.0,6.6853,0.0,12.657,28.283
6.641,27.479,3.159,9.5189,7.9708,6.3365,0.8187479514913143,99.052,37.798,61.734,66.3,5.9477,67.201,43.265,38.699,0.0,0.0,0.0,0.0,53.833,0.0,0.0,0.0
33.427,129.41,3.1612,9.4423,7.8478,6.3129,0.6312032630863358,87.121,47.763,24.898,104.8,17.878,57.236,80.101,0.19001,0.0,0.0,0.00279,0.0,84.027,0.0,0.0,190.03
3.3731,13.556,3.1234,9.4095,7.8223,6.3152,0.9033157731639293,86.965,43.708,47.286,87.032,18.034,61.291,57.713,17.967,0.0,0.0,0.0,0.0,27.662,0.0,0.0,0.29592
1.9829,7.6886,3.1559,9.4113,7.8323,6.3188,0.9614767255216693,71.855,25.752,67.229,100.0,33.144,79.247,37.77,4.9924,0.0,0.0,0.0,0.0,7.9513,0.0,0.1147,7.7086
30.558,119.52,3.0851,9.3437,7.8415,6.2873,0.6161716171617162,101.95,32.632,33.004,97.061,3.0463,72.367,71.995,7.9388,0.0,0.0,0.0,0.0,232.5,0.0,0.0,7.1183
4.4855,17.702,3.1797,9.4248,7.8898,6.3458,0.8997744118594908,76.535,27.055,58.433,103.21,28.464,77.944,46.566,1.7818,0.0,1.7381,0.0,0.0,0.0,0.0,0.0,35.162
3.9551,15.64,3.117,9.3204,7.8453,6.2609,0.9074307304785895,66.735,14.666,102.85,80.733,38.264,90.333,2.1469,24.267,0.0,0.47862,0.0,0.0,0.0,0.0,30.89,0.0
0.00915,0.03451,3.1428,9.3869,7.9025,6.33,1.0,87.035,50.387,55.788,71.65,17.964,54.612,49.211,33.349,0.0,0.0,0.0,0.0,0.06893,0.0,0.0,0.0
3.9868,15.5,3.1362,9.4958,7.9473,6.2789,0.9157075152335816,90.972,34.192,81.739,57.687,14.027,70.807,23.26,47.312,0.0,0.0,0.0,0.0,29.107,0.0,2.5016,0.0
5.3794,21.09,3.149,9.455,7.8349,6.3051,0.857434501531133,92.116,43.138,33.201,96.298,12.883,61.861,71.798,8.7019,0.0,0.0,1.4209,0.0,1.7758,0.0,0.0,39.768
4.4675,17.177,3.1173,9.3894,7.8368,6.2519,0.8937583001328021,77.92,49.182,48.132,91.582,27.079,55.817,56.867,13.417,0.0,0.0,11.685,0.0,0.16621,0.0,0.0,23.33
6.1352,24.501,3.1494,9.3674,7.8489,6.3011,0.8267768595041323,49.855,60.459,55.3,99.037,55.144,44.54,49.699,5.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.352
24.933,101.03,3.1353,9.4352,7.8431,6.2999,0.5417348608837971,85.298,83.082,7.5739,100.28,19.701,21.917,97.426,4.7196,0.0,0.0,61.932,0.0,8.8445,0.05217,0.0,137.71
7.5201,29.144,3.1469,9.48,7.8424,6.2995,0.8214285714285714,68.786,50.957,49.602,95.66,36.213,54.042,55.397,9.3398,0.0,0.0,0.66102,0.0,0.0,0.0,0.0,58.589
10.033,39.834,3.1478,9.4679,7.8338,6.2831,0.8364758313335618,75.403,38.073,79.203,81.177,29.596,66.926,25.796,23.822,0.0,47.335,0.0,0.0,16.207,0.0,0.92673,14.119
22.645,86.58,3.1196,9.4483,7.8176,6.2729,0.6037420648179085,69.324,11.65,98.867,96.756,35.675,93.349,6.1328,8.2437,0.0,66.822,0.0,0.0,0.0,0.0,78.862,36.271
8.7956,35.826,3.1729,9.4741,7.9285,6.3567,0.7641979408834274,98.326,47.57,35.828,83.014,6.674,57.429,69.171,21.985,0.0,0.0,0.05167,0.0,69.044,0.0,0.0,2.0308
1.5976,6.538,3.1363,9.366,7.87,6.2759,0.9538709677419355,76.404,51.811,50.988,85.659,28.595,53.188,54.011,19.34,0.0,0.0,0.0,0.0,14.107,0.0,0.0,0.0
0.14544,0.58691,3.155,9.3789,7.8597,6.3255,0.9990157480314961,54.389,44.069,82.834,83.447,50.61,60.93,22.165,21.552,0.0,0.0,0.0,0.0,0.0,0.0,1.1091,0.06228
1.9143,7.5916,3.1612,9.4771,7.8659,6.2813,0.9474689589302769,65.311,36.653,72.926,89.907,39.688,68.346,32.074,15.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.178
23.371,93.5,3.1709,9.4224,7.854,6.2873,0.6725955204216074,103.52,21.227,66.512,77.153,1.4783,83.772,38.487,27.846,0.0,20.187,0.0,0.0,167.86,0.0,0.0,0.80458
4.4997,17.881,3.151,9.4462,7.8645,6.3176,0.8838607594936709,62.479,100.18,32.477,69.772,42.52,4.8198,72.522,35.227,0.0,0.0,0.0,0.0,0.0,35.338,0.0,0.0
31.625,123.59,3.1769,9.5075,7.9069,6.2905,0.6713502398903358,78.244,9.4481,93.066,102.02,26.755,95.551,11.933,2.9736,0.0,98.277,0.0,0.0,46.433,0.0,46.741,64.166
12.36,49.089,3.1406,9.4162,7.8253,6.278,0.7058823529411765,97.919,36.38,76.859,53.399,7.0805,68.619,28.14,51.6,0.0,0.0,0.0,0.0,97.819,0.0,0.08193,0.0
1.384,5.7256,3.1353,9.4009,7.8693,6.2967,0.9740588421385638,93.548,59.72,58.453,53.15,11.451,45.279,46.546,51.849,0.0,0.0,0.0,0.0,11.377,0.0,0.0,0.0
11.688359799999999,45.87006660000001,3.1455280000000005,9.431471999999998,7.867618000000001,6.299862000000001,0.801744757690269,84.77224,44.74899200000001,55.437009999999994,82.87974,20.2265604,60.249936000000005,49.56197799999998,22.1184494,0.0,9.810928999999998,7.0874896000000005,0.189933,34.165696399999995,1.3377789999999998,7.5218812,34.8907246
8.292357429300203,32.569955892166995,,,,,0.7555475198561792,,,,,,,,,,,,,,,,
15.084362170699794,59.17017730783302,,,,,0.8479419955243588,,,,,,,,,,,,,,,,
-1.9597,-2.135,,,,,0.0759,,,,,,,,,,,,,,,,
0.9721,0.9811,,,,,0.5301,,,,,,,,,,,,,,,,
Cannot Reject H0,Cannot Reject H0,,,,,Cannot Reject H0,,,,,,,,,,,,,,,,
