avg WaitTime,TotalWaitTime,D->A,C->D,B->C,A->B,happy/total,SpaceA,SpaceB,SpaceC,SpaceD,BikeA,BikeB,BikeC,BikeD,Q_A_SpaceWait,Q_B_SpaceWait,Q_C_SpaceWait,Q_D_SpaceWait,Q_A_BikeWait,Q_B_BikeWait,Q_C_BikeWait,Q_D_BikeWait
15.862,62.316,3.1836,9.4706,7.8417,6.3086,0.6393603133159269,70.339,88.88,18.996,106.88,40.66,22.119,92.003,4.1118,0.0,0.0,23.783,0.0,0.0,1.0881,0.0,100.36
0.0,0.0,3.1634,9.4427,7.9281,6.3457,1.0,65.462,58.395,80.536,76.431,45.537,52.604,30.463,34.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7845,7.0359,3.1327,9.3455,7.7647,6.2363,0.9599369085173501,49.497,61.966,66.442,102.95,61.502,49.033,44.557,8.0484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.929
23.775,93.24,3.1378,9.4276,7.8213,6.2842,0.6851788756388416,85.188,29.323,58.15,108.35,25.811,81.676,52.849,2.6447,0.0,2.7741,0.0,0.0,16.592,0.0,0.0,173.15
21.397,83.437,3.1263,9.4548,7.8853,6.3244,0.5773092369477911,109.25,61.46,58.752,51.167,1.7432,49.539,52.247,59.832,0.0,0.0,0.0,0.0,168.82,0.0,0.0,0.0
1.4402,5.8836,3.1449,9.4757,7.9131,6.2876,0.9736588499839384,86.015,49.608,58.049,87.235,24.984,61.391,52.95,23.764,0.0,0.0,0.0,0.0,0.00788,0.0,0.0,11.592
36.271,140.62,3.1514,9.4504,7.8409,6.3166,0.571571906354515,93.003,31.351,47.444,108.78,17.996,79.648,63.555,2.2103,0.0,0.0,0.0,0.0,57.015,0.0,0.0,233.39
1.7189,6.8119,3.1556,9.5061,7.8174,6.2657,0.9626198083067092,69.389,55.768,52.676,103.03,41.61,55.231,58.323,7.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.373
26.02,100.99,3.1535,9.4015,7.7885,6.2911,0.5857046070460704,43.794,21.943,106.29,108.56,67.205,89.056,4.7041,2.4375,0.0,1.56,0.0,0.0,0.0,0.0,76.083,134.22
23.961,90.165,3.1586,9.4324,7.895,6.3358,0.7058823529411765,103.69,68.516,19.571,102.54,7.3094,42.483,91.428,8.4568,0.0,0.0,72.26,0.0,55.726,8.9222,0.0,75.863
16.164,62.979,3.1458,9.4321,7.8686,6.305,0.7224801061007957,97.975,34.027,39.907,108.8,13.024,76.972,71.092,2.1972,0.0,0.0,0.0,0.0,95.663,0.0,0.0,34.286
0.15688,0.592,3.1197,9.3736,7.8026,6.2546,0.9990521327014218,85.83,60.951,62.98,71.076,25.169,50.048,48.019,39.923,0.0,0.0,0.0,0.0,0.87392,0.0,0.30769,0.0
0.18269,0.70967,3.1536,9.493,7.9487,6.3073,0.9977714103788602,91.515,60.625,61.213,67.551,19.484,50.374,49.786,43.448,0.0,0.0,0.0,0.0,1.4216,0.0,0.0,0.0
3.9473,15.986,3.1702,9.4273,7.8984,6.3295,0.9000328839197632,93.356,39.043,93.019,55.368,17.643,71.956,17.98,55.631,0.0,0.04483,0.0,0.0,12.253,0.0,19.159,0.0
17.706,72.166,3.1419,9.5078,7.9192,6.277,0.6623719854641559,105.37,40.884,66.863,67.557,5.6219,70.115,44.136,43.442,0.0,0.0,0.0,0.0,145.86,0.0,0.0,0.0
12.974809428571428,50.667111428571424,3.14592,9.438334285714284,7.874334285714287,6.295497142857142,0.796015898632479,88.49480000000001,51.14831428571429,58.32401428571428,85.14954285714286,22.502715428571435,59.850685714285696,52.67474571428573,25.84814057142857,0.0,6.118052285714286,7.143317999999999,0.0005008571428571428,43.54635742857142,0.6881054285714286,3.006998857142857,44.121621428571444
